"cityName","currency"
"Bhairab","Bangladeshi taka"
"Kushtia","Bangladeshi taka"
"Lakshmipur","Bangladeshi taka"
"Rajshahi","Bangladeshi taka"
"Hamad Town","Bahraini dinar"
"Riffa","Bahraini dinar"
"Jamalpur, Bangladesh","Bangladeshi taka"
"Joypurhat","Bangladeshi taka"
"Rohanpur","Bangladeshi taka"
"Siddhirganj","Bangladeshi taka"
"Gazipur","Bangladeshi taka"
"Gaibandha","Bangladeshi taka"
"Chapai Nawabganj","Bangladeshi taka"
"Shaheenbag","Bangladeshi taka"
"Chowmuhani","Bangladeshi taka"
"Sunamganj","Bangladeshi taka"
"Jhenaidah","Bangladeshi taka"
"Dinajpur","Bangladeshi taka"
"Feni, Bangladesh","Bangladeshi taka"
"Gopalganj, Bangladesh","Bangladeshi taka"
"Nakhalpara","Bangladeshi taka"
"Maijdee","Bangladeshi taka"
"Farmgate","Bangladeshi taka"
"Tarabo","Bangladeshi taka"
"Bhola (town)","Bangladeshi taka"
"Ward No. 1 (Dhaka South City Corporation)","Bangladeshi taka"
"Mirsarai","Bangladeshi taka"
"Sylhet","Bangladeshi taka"
"Mymensingh","Bangladeshi taka"
"Brahmanbaria","Bangladeshi taka"
"Chuadanga","Bangladeshi taka"
"Narsingdi","Bangladeshi taka"
"Nilphamari, Bangladesh","Bangladeshi taka"
"Ghorashal","Bangladeshi taka"
"Barisal","Bangladeshi taka"
"Magura (city)","Bangladeshi taka"
"Magura, Bangladesh","Bangladeshi taka"
"Shailkupa Upazila","Bangladeshi taka"
"Kurigram","Bangladeshi taka"
"Magura, Pirojpur","Bangladeshi taka"
"West Nakhalpara","Bangladeshi taka"
"Savar","Bangladeshi taka"
"Sherpur, Bangladesh","Bangladeshi taka"
"Sreepur","Bangladeshi taka"
"Thakurgaon, Bangladesh","Bangladeshi taka"
"Chandpur, Bangladesh","Bangladeshi taka"
"Gopalpur, Tangail","Bangladeshi taka"
"South Kattali Ward","Bangladeshi taka"
"Madaripur","Bangladeshi taka"
"Comilla","Bangladeshi taka"
"Pabna","Bangladeshi taka"
"Naogaon","Bangladeshi taka"
"Teknaf","Bangladeshi taka"
"Rangpur, Bangladesh","Bangladeshi taka"
"Tangail","Bangladeshi taka"
"Sirajganj","Bangladeshi taka"
"Pirojpur","Bangladeshi taka"
"Tongi","Bangladeshi taka"
"Khoksa","Bangladeshi taka"
"Harbour Island, Bahamas","Bahamian dollar"
"Bridgetown","Barbadian dollar"
"Funafuti","Australian dollar"
"Nassau, The Bahamas","Bahamian dollar"
"South Tarawa","Australian dollar"
"Freeport, The Bahamas","Bahamian dollar"
"Hope Town","Bahamian dollar"
"Lucaya, Bahamas","Bahamian dollar"
"Oistins","Barbadian dollar"
"Holetown","Barbadian dollar"
"Stepanakert in the Republic of Artsakh","Armenian dram"
"Salihorsk","Belarusian ruble"
"Belize City","Belize dollar"
"Belmopan","Belize dollar"
"Gomel","Belarusian ruble"
"Minsk","Belarusian ruble"
"Benque Viejo del Carmen","Belize dollar"
"Pinsk","Belarusian ruble"
"Brest, Belarus","Belarusian ruble"
"Mazyr","Belarusian ruble"
"Barysaw","Belarusian ruble"
"Mogilev","Belarusian ruble"
"Polotsk","Belarusian ruble"
"Slutsk","Belarusian ruble"
"San Pedro Town","Belize dollar"
"Baranavichy","Belarusian ruble"
"Dzyarzhynsk","Belarusian ruble"
"Grodno","Belarusian ruble"
"Lida","Belarusian ruble"
"Novopolotsk","Belarusian ruble"
"Orsha","Belarusian ruble"
"Vitebsk","Belarusian ruble"
"Byarozawka","Belarusian ruble"
"Babruysk","Belarusian ruble"
"Vileyka","Belarusian ruble"
"Smalyavichy","Belarusian ruble"
"Krupki","Belarusian ruble"
"Lahoysk","Belarusian ruble"
"Maladzyechna","Belarusian ruble"
"Myadzyel","Belarusian ruble"
"Nyasvizh","Belarusian ruble"
"Uzda","Belarusian ruble"
"Zaslawye","Belarusian ruble"
"Zhodzina","Belarusian ruble"
"Concepción, Santa Cruz","Bolivian boliviano"
"San Miguel de Velasco","Bolivian boliviano"
"Colcapirhua","Bolivian boliviano"
"Collana","Bolivian boliviano"
"Trinidad, Pando","Bolivian boliviano"
"Vallegrande","Bolivian boliviano"
"Ayopaya","Bolivian boliviano"
"Baures","Bolivian boliviano"
"Cochabamba","Bolivian boliviano"
"Huacaraje","Bolivian boliviano"
"La Higuera","Bolivian boliviano"
"Magdalena, Beni","Bolivian boliviano"
"San Joaquín, Bolivia","Bolivian boliviano"
"San Ramón, Beni","Bolivian boliviano"
"Santa Cruz de la Sierra","Bolivian boliviano"
"Sucre","Bolivian boliviano"
"Thimphu","Bhutanese ngultrum"
"Trinidad, Beni","Bolivian boliviano"
"Montero, Bolivia","Bolivian boliviano"
"Vinto","Bolivian boliviano"
"Rurrenabaque","Bolivian boliviano"
"Cliza","Bolivian boliviano"
"Jorochito","Bolivian boliviano"
"Aiquile","Bolivian boliviano"
"Colquencha","Bolivian boliviano"
"Patacamaya","Bolivian boliviano"
"Uyuni","Bolivian boliviano"
"Cobija","Bolivian boliviano"
"El Alto","Bolivian boliviano"
"Tarija","Bolivian boliviano"
"San Buenaventura, La Paz","Bolivian boliviano"
"Tupiza","Bolivian boliviano"
"La Bélgica","Bolivian boliviano"
"Lahuachaca","Bolivian boliviano"
"Limoncito","Bolivian boliviano"
"Monteagudo, Bolivia","Bolivian boliviano"
"Ascensión de Guarayos","Bolivian boliviano"
"San Ignacio, Belize","Belize dollar"
"Batallas","Bolivian boliviano"
"Bella Vista, Beni","Bolivian boliviano"
"Dangriga","Belize dollar"
"Ironcollo","Bolivian boliviano"
"Reyes, Bolivia","Bolivian boliviano"
"Saipina","Bolivian boliviano"
"San Isidro, Santa Cruz","Bolivian boliviano"
"San Juan de Yapacaní","Bolivian boliviano"
"San Julián, Santa Cruz","Bolivian boliviano"
"San Ramón, Santa Cruz","Bolivian boliviano"
"Santa Ana del Yacuma","Bolivian boliviano"
"Santa Fe de Yapacaní","Bolivian boliviano"
"Ucureña","Bolivian boliviano"
"Paro, Bhutan","Bhutanese ngultrum"
"Trongsa","Bhutanese ngultrum"
"Punakha","Bhutanese ngultrum"
"Corozal Town","Belize dollar"
"Punta Gorda, Belize","Belize dollar"
"Phuntsholing","Bhutanese ngultrum"
"Trashigang","Bhutanese ngultrum"
"Laktaši","Bosnia and Herzegovina convertible mark"
"Bihać","Bosnia and Herzegovina convertible mark"
"Cazin","Bosnia and Herzegovina convertible mark"
"Gornji Vakuf-Uskoplje","Bosnia and Herzegovina convertible mark"
"Konjic","Bosnia and Herzegovina convertible mark"
"Copacabana, Bolivia","Bolivian boliviano"
"Oruro","Bolivian boliviano"
"Potosí","Bolivian boliviano"
"Padilla, Bolivia","Bolivian boliviano"
"San Matías, Santa Cruz","Bolivian boliviano"
"Zudáñez","Bolivian boliviano"
"Portachuelo","Bolivian boliviano"
"San Rafael de Velasco","Bolivian boliviano"
"Tarata, Cochabamba","Bolivian boliviano"
"Amarete","Bolivian boliviano"
"Challapata","Bolivian boliviano"
"Arani, Bolivia","Bolivian boliviano"
"Cabezas, Cordillera","Bolivian boliviano"
"Cala Cala","Bolivian boliviano"
"Camiri","Bolivian boliviano"
"Campanero","Bolivian boliviano"
"Guayaramerín","Bolivian boliviano"
"Ivirgarzama","Bolivian boliviano"
"Punata","Bolivian boliviano"
"Tiquipaya","Bolivian boliviano"
"San Ignacio de Moxos","Bolivian boliviano"
"San José de Chiquitos","Bolivian boliviano"
"Villa Tunari","Bolivian boliviano"
"Achacachi","Bolivian boliviano"
"Chulumani","Bolivian boliviano"
"Saavedra, Santa Cruz","Bolivian boliviano"
"Tiquipaya, Santa Cruz","Bolivian boliviano"
"Tarabuco","Bolivian boliviano"
"Puente San Pablo","Bolivian boliviano"
"Cuatro Cañadas","Bolivian boliviano"
"Cuevo","Bolivian boliviano"
"Chane Independencia","Bolivian boliviano"
"Villa Simón Bolívar","Bolivian boliviano"
"Palos Blancos","Bolivian boliviano"
"Mineros, Bolivia","Bolivian boliviano"
"San Borja, Bolivia","Bolivian boliviano"
"Porvenir, Pando","Bolivian boliviano"
"Arroyo Concepción","Bolivian boliviano"
"Bermejo, Bolivia","Bolivian boliviano"
"Puerto Rico, Pando","Bolivian boliviano"
"Villa Serrano","Bolivian boliviano"
"Villa Vaca Guzmán","Bolivian boliviano"
"Warnes, Bolivia","Bolivian boliviano"
"Buena Vista, Bolivia","Bolivian boliviano"
"Chimoré, Cochabamba","Bolivian boliviano"
"Colomi","Bolivian boliviano"
"Comarapa","Bolivian boliviano"
"El Carmen, Santa Cruz","Bolivian boliviano"
"El Torno, Santa Cruz","Bolivian boliviano"
"Huachacalla","Bolivian boliviano"
"Mairana","Bolivian boliviano"
"Quillacollo","Bolivian boliviano"
"Sacaba","Bolivian boliviano"
"San Ignacio de Velasco","Bolivian boliviano"
"Santiago de Huari","Bolivian boliviano"
"Sipe Sipe","Bolivian boliviano"
"Viacha","Bolivian boliviano"
"Yacuiba","Bolivian boliviano"
"Mizque","Bolivian boliviano"
"Caranavi","Bolivian boliviano"
"Irupana","Bolivian boliviano"
"Mapiri","Bolivian boliviano"
"Samaipata, Bolivia","Bolivian boliviano"
"Shinahota","Bolivian boliviano"
"Villamontes","Bolivian boliviano"
"Apolo, La Paz","Bolivian boliviano"
"Desaguadero, Bolivia-Peru","Bolivian boliviano"
"Yaguarú","Bolivian boliviano"
"Cotoca","Bolivian boliviano"
"Yapacaní","Bolivian boliviano"
"Pailón","Bolivian boliviano"
"Camargo, Chuquisaca","Bolivian boliviano"
"Huanuni","Bolivian boliviano"
"Yucumo","Bolivian boliviano"
"Charagua","Bolivian boliviano"
"San José, Andrés Ibáñez","Bolivian boliviano"
"Poriče","Bosnia and Herzegovina convertible mark"
"Sarajevo","Bosnia and Herzegovina convertible mark"
"Derventa","Bosnia and Herzegovina convertible mark"
"Višegrad","Bosnia and Herzegovina convertible mark"
"Srebrenik","Bosnia and Herzegovina convertible mark"
"Gradačac","Bosnia and Herzegovina convertible mark"
"Mostar","Bosnia and Herzegovina convertible mark"
"Orašje","Bosnia and Herzegovina convertible mark"
"Tuzla","Bosnia and Herzegovina convertible mark"
"Zvornik","Bosnia and Herzegovina convertible mark"
"Goražde","Bosnia and Herzegovina convertible mark"
"Livno","Bosnia and Herzegovina convertible mark"
"Zenica","Bosnia and Herzegovina convertible mark"
"Široki Brijeg","Bosnia and Herzegovina convertible mark"
"Brčko","Bosnia and Herzegovina convertible mark"
"Banja Luka","Bosnia and Herzegovina convertible mark"
"Doboj","Bosnia and Herzegovina convertible mark"
"Ljubuški","Bosnia and Herzegovina convertible mark"
"Prijedor","Bosnia and Herzegovina convertible mark"
"Novi Travnik","Bosnia and Herzegovina convertible mark"
"Stolac","Bosnia and Herzegovina convertible mark"
"Čapljina","Bosnia and Herzegovina convertible mark"
"Živinice","Bosnia and Herzegovina convertible mark"
"Živinice, Živinice","Bosnia and Herzegovina convertible mark"
"Bijeljina","Bosnia and Herzegovina convertible mark"
"Prnjavor, Bosnia and Herzegovina","Bosnia and Herzegovina convertible mark"
"Turić","Bosnia and Herzegovina convertible mark"
"Gradiška, Bosnia and Herzegovina","Bosnia and Herzegovina convertible mark"
"Trebinje","Bosnia and Herzegovina convertible mark"
"Foča","Bosnia and Herzegovina convertible mark"
"Blagaj Japra","Bosnia and Herzegovina convertible mark"
"Visoko","Bosnia and Herzegovina convertible mark"
"Bosanska Krupa","Bosnia and Herzegovina convertible mark"
"Lukavac","Bosnia and Herzegovina convertible mark"
"Zavidovići","Bosnia and Herzegovina convertible mark"
"Slatina, Laktaši","Bosnia and Herzegovina convertible mark"
"Shoshong","Botswana pula"
"Gaborone","Botswana pula"
"Francistown","Botswana pula"
"Maun, Botswana","Botswana pula"
"Bobonong","Botswana pula"
"Letlhakeng","Botswana pula"
"Mogoditshane","Botswana pula"
"Molepolole","Botswana pula"
"Hukuntsi","Botswana pula"
"Kanye, Botswana","Botswana pula"
"Kasane","Botswana pula"
"Lecheng, Botswana","Botswana pula"
"Letlhakane","Botswana pula"
"Mahalapye","Botswana pula"
"Maitengwe","Botswana pula"
"Mathangwane","Botswana pula"
"Moshupa","Botswana pula"
"Palapye","Botswana pula"
"Ramotswa","Botswana pula"
"Serowe","Botswana pula"
"Tsabong","Botswana pula"
"Gabane","Botswana pula"
"Kopong","Botswana pula"
"Thamaga","Botswana pula"
"Selebi-Phikwe","Botswana pula"
"Istočno Sarajevo","Bosnia and Herzegovina convertible mark"
"Ghanzi","Botswana pula"
"Gračanica, Bosnia and Herzegovina","Bosnia and Herzegovina convertible mark"
"Uzarići","Bosnia and Herzegovina convertible mark"
"Juazeiro","Brazilian real"
"Guaíba","Brazilian real"
"São Paulo","Brazilian real"
"Sarandi, Paraná","Brazilian real"
"Araçoiaba","Brazilian real"
"Lagoa do Carro","Brazilian real"
"Maraial","Brazilian real"
"Mariluz","Brazilian real"
"Orocó","Brazilian real"
"Panelas","Brazilian real"
"Pitimbu","Brazilian real"
"Serrita","Brazilian real"
"Tauá","Brazilian real"
"Brasília","Brazilian real"
"Santa Vitória do Palmar","Brazilian real"
"Itaituba","Brazilian real"
"Confins","Brazilian real"
"Exu, Pernambuco","Brazilian real"
"Caruaru","Brazilian real"
"Três Corações","Brazilian real"
"Abaetetuba","Brazilian real"
"Barra de Guabiraba","Brazilian real"
"Dores de Campos","Brazilian real"
"Faxinal dos Guedes","Brazilian real"
"Glória do Goitá","Brazilian real"
"Itapissuma","Brazilian real"
"Venturosa","Brazilian real"
"Manaus","Brazilian real"
"Jaboatão dos Guararapes","Brazilian real"
"São José, Santa Catarina","Brazilian real"
"Irecê","Brazilian real"
"Barbacena","Brazilian real"
"Casinhas","Brazilian real"
"Palmas, Paraná","Brazilian real"
"Timbaúba","Brazilian real"
"Parnaíba","Brazilian real"
"Lagarto, Sergipe","Brazilian real"
"Goioerê","Brazilian real"
"Pé de Serra","Brazilian real"
"Angelim","Brazilian real"
"Cornélio Procópio","Brazilian real"
"Chapecó","Brazilian real"
"Juazeiro do Norte","Brazilian real"
"Torres, Rio Grande do Sul","Brazilian real"
"Ferreiros, Pernambuco","Brazilian real"
"Limoeiro","Brazilian real"
"Machados","Brazilian real"
"Santa Cruz do Capibaribe","Brazilian real"
"Escada, Pernambuco","Brazilian real"
"Leme, São Paulo","Brazilian real"
"Agrestina","Brazilian real"
"Riacho das Almas","Brazilian real"
"Navegantes","Brazilian real"
"Amaraji","Brazilian real"
"Feira Nova, Pernambuco","Brazilian real"
"Manari, Pernambuco","Brazilian real"
"Ananindeua, Pará","Brazilian real"
"Ipojuca","Brazilian real"
"Baldim","Brazilian real"
"Córrego Fundo","Brazilian real"
"Itambé, Pernambuco","Brazilian real"
"Ipiaú","Brazilian real"
"Opaka","Bulgarian lev"
"Plovdiv","Bulgarian lev"
"Sofia","Bulgarian lev"
"Bandar Seri Begawan","Brunei dollar"
"Burgas","Bulgarian lev"
"Dobrich","Bulgarian lev"
"Varna, Bulgaria","Bulgarian lev"
"Gabrovo","Bulgarian lev"
"Pusat Bandar, Brunei","Brunei dollar"
"Vidin","Bulgarian lev"
"Pleven","Bulgarian lev"
"Stara Zagora","Bulgarian lev"
"Pazardzhik","Bulgarian lev"
"Haskovo","Bulgarian lev"
"Targovishte","Bulgarian lev"
"Nikopol, Bulgaria","Bulgarian lev"
"Nesebar","Bulgarian lev"
"Shumen","Bulgarian lev"
"Kratié (town)","Cambodian riel"
"Snuol district","Cambodian riel"
"Phnom Penh","Cambodian riel"
"Chbar Mon (town)","Cambodian riel"
"Ta Khmau municipality","Cambodian riel"
"Muyinga","Burundian franc"
"Koh Rong (town)","Cambodian riel"
"Bujumbura","Burundian franc"
"Gitega","Burundian franc"
"Pursat","Cambodian riel"
"Kampong Thom city","Cambodian riel"
"Siem Reap","Cambodian riel"
"Khan Chroy Changvar","Cambodian riel"
"Rutana","Burundian franc"
"Kampot","Cambodian riel"
"Kampot (city)","Cambodian riel"
"Suong","Cambodian riel"
"Banlung","Cambodian riel"
"Skuon","Cambodian riel"
"Sihanoukville","Cambodian riel"
"Muramvya","Burundian franc"
"Cibitoke","Burundian franc"
"Ngozi, Burundi","Burundian franc"
"Prey Veng (city)","Cambodian riel"
"Ruyigi","Burundian franc"
"Bubanza","Burundian franc"
"O Smach","Cambodian riel"
"Mukenke","Burundian franc"
"Makamba, Burundi","Burundian franc"
"Kirundo","Burundian franc"
"Bururi","Burundian franc"
"Mwaro","Burundian franc"
"Cankuzo","Burundian franc"
"Kayanza","Burundian franc"
"Vitry-sur-Seine","CFP franc"
"Kampong Chhnang (city)","Cambodian riel"
"Doun Kaev (town)","Cambodian riel"
"Senmonorom","Cambodian riel"
"Pailin municipality","Cambodian riel"
"Samraong (town)","Cambodian riel"
"Battambang","Cambodian riel"
"Kampong Cham (city)","Cambodian riel"
"Serei Saophoan (city)","Cambodian riel"
"Svay Rieng (town)","Cambodian riel"
"Poipet","Cambodian riel"
"Stung Treng","Cambodian riel"
"Kampong Siem district","Cambodian riel"
"Kep (town)","Cambodian riel"
"Oudong","Cambodian riel"
"Preah Vihear (town)","Cambodian riel"
"Khemarak Phoumin","Cambodian riel"
"Colombes","CFP franc"
"Nanterre","CFP franc"
"Asnières-sur-Seine","CFP franc"
"Aulnay-sous-Bois","CFP franc"
"Avignon","CFP franc"
"Béziers","CFP franc"
"Calais","CFP franc"
"Cayenne","CFP franc"
"Chambéry","CFP franc"
"Courbevoie","CFP franc"
"Poitiers","CFP franc"
"Rueil-Malmaison","CFP franc"
"Tourcoing","CFP franc"
"Angers","CFP franc"
"Papeete","CFP franc"
"Tremblay-en-France","CFP franc"
"Blois","CFP franc"
"Cannes","CFP franc"
"La Rochelle","CFP franc"
"Lodève","CFP franc"
"Pau, Pyrénées-Atlantiques","CFP franc"
"Roubaix","CFP franc"
"Saumur","CFP franc"
"Cholet","CFP franc"
"Dunkirk","CFP franc"
"Pointe-à-Pitre","CFP franc"
"Saint-Pierre, Réunion","CFP franc"
"Ajaccio","CFP franc"
"Fort-de-France","CFP franc"
"Saint-Germain-des-Prés","CFP franc"
"Gustavia, Saint Barthélemy","CFP franc"
"Gustavia","CFP franc"
"Créteil","CFP franc"
"Aubervilliers","CFP franc"
"Antibes","CFP franc"
"Le Lamentin","CFP franc"
"Champigny-sur-Marne","CFP franc"
"Cherbourg","CFP franc"
"Foumban","Central African CFA franc"
"Nkongsamba","Central African CFA franc"
"Campo, Cameroon","Central African CFA franc"
"Nkondjock","Central African CFA franc"
"Makénéné","Central African CFA franc"
"Bimbo, Central African Republic","Central African CFA franc"
"Bandjoun","Central African CFA franc"
"Bélabo","Central African CFA franc"
"Djoum","Central African CFA franc"
"Bangui","Central African CFA franc"
"Douala","Central African CFA franc"
"Yaoundé","Central African CFA franc"
"Bamenda","Central African CFA franc"
"Banyo, Cameroon","Central African CFA franc"
"Bertoua","Central African CFA franc"
"Carnot, Central African Republic","Central African CFA franc"
"Nola, Central African Republic","Central African CFA franc"
"Yagoua","Central African CFA franc"
"Sangmélima","Central African CFA franc"
"Nguti","Central African CFA franc"
"Upper Bayang","Central African CFA franc"
"Obala","Central African CFA franc"
"Garoua","Central African CFA franc"
"Maroua","Central African CFA franc"
"Wum","Central African CFA franc"
"Mbalmayo","Central African CFA franc"
"Mbouda","Central African CFA franc"
"Bouar","Central African CFA franc"
"Bafang","Central African CFA franc"
"Batouri","Central African CFA franc"
"Ngaoundéré","Central African CFA franc"
"Dimako","Central African CFA franc"
"Baboua, Central African Republic","Central African CFA franc"
"Bafia","Central African CFA franc"
"Bambari","Central African CFA franc"
"Bangassou","Central African CFA franc"
"Kaélé","Central African CFA franc"
"Guider","Central African CFA franc"
"Ndom, Cameroon","Central African CFA franc"
"Dédé-Makouba","Central African CFA franc"
"Ebolowa","Central African CFA franc"
"Edéa","Central African CFA franc"
"Meiganga","Central African CFA franc"
"Lomié","Central African CFA franc"
"Dembo, Cameroon","Central African CFA franc"
"Berbérati","Central African CFA franc"
"Bozoum","Central African CFA franc"
"Limbé, Cameroon","Central African CFA franc"
"Bossangoa","Central African CFA franc"
"Mamfe","Central African CFA franc"
"Bria, Central African Republic","Central African CFA franc"
